GPU 0: NVIDIA A100-SXM4-40GB (UUID: GPU-6da32a56-b72c-9033-152d-27befc73a4b4)
host gpuhost006.jc.rl.ac.uk | CUDA ok | Wed 12 Aug 16:24:18 BST 2026
args: python /home/users/dv321/dissertation/Code/3 - Diffusion stage/train_ldm.py --attn 16 --batch 32 --cond-drop 0.1 --cond-mode full --dropout 0.0 --lr 0.0001 --mults 1,2,4 --p-mean -1.2 --p-std 1.2 --weight-decay 0.0 --width 128 --limit 613892 --epochs 6 --warmup 1000 --psd-crops 128 --patience 0 --no-keep-sampled --sample-every 6 --sample-crops 128 --seed 0 --out /home/users/dv321/dissertation_outputs/hpo/ldm_coarse/trial_015_r2 --latents-dir /work/scratch-nopw2/dv321/dissertation/latents_ml_ep17 --vae /home/users/dv321/dissertation_outputs/vae_v2/vae_ep17.pt --leads 15,30,45,60
pooled sigma_data 0.7407 from [+15min 0.5800, +30min 0.7073, +45min 0.7921, +60min 0.8546]
diagnostics: 128 fixed val crops (rows 0..53123), 8 members, 25 steps
device=cuda | denoiser 65.7M params | cond=full (20ch) | sigma_data=0.7407 | latent_scale=0.784
train rows 613892 | val rows 53124 | 19184 steps/epoch (batch 32) | weighted loss starts near 1.0 by construction
GPU: NVIDIA A100-SXM4-40GB | 42 GB total
  ep2 step 7000/19184 | loss_w 0.3675 raw 0.0479 | lr 8.85e-05 | gn 0.26 | 292 img/s
  ep2 step 7200/19184 | loss_w 0.3674 raw 0.0479 | lr 8.83e-05 | gn 0.26 | 292 img/s
  ep2 step 7400/19184 | loss_w 0.3672 raw 0.0479 | lr 8.81e-05 | gn 0.25 | 292 img/s
  ep2 step 7600/19184 | loss_w 0.3673 raw 0.0479 | lr 8.79e-05 | gn 0.25 | 292 img/s
  ep2 step 7800/19184 | loss_w 0.3672 raw 0.0479 | lr 8.77e-05 | gn 0.25 | 292 img/s
  ep2 step 8000/19184 | loss_w 0.3672 raw 0.0479 | lr 8.76e-05 | gn 0.25 | 292 img/s
  ep2 step 8200/19184 | loss_w 0.3672 raw 0.0479 | lr 8.74e-05 | gn 0.25 | 292 img/s
  ep2 step 8400/19184 | loss_w 0.3672 raw 0.0479 | lr 8.72e-05 | gn 0.25 | 292 img/s
  ep2 step 8600/19184 | loss_w 0.3671 raw 0.0478 | lr 8.70e-05 | gn 0.25 | 292 img/s
  ep2 step 8800/19184 | loss_w 0.3670 raw 0.0478 | lr 8.68e-05 | gn 0.25 | 292 img/s
